canonical_slug,display_name,dexnum_int,official_artwork_url,artwork_variant_url,sprite_url,image_url,official_pokedex_url,official_reference_scope,validated_at,official_artwork_http_status,validation_status,mismatch_fields,validation_notes
cetoddle,Cetoddle,974,https://assets.pokemon.com/assets/cms2/img/pokedex/full/974.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/974.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/974.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/974.png,https://www.pokemon.com/us/pokedex/cetoddle,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
cetitan,Cetitan,975,https://assets.pokemon.com/assets/cms2/img/pokedex/full/975.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/975.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/975.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/975.png,https://www.pokemon.com/us/pokedex/cetitan,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
veluza,Veluza,976,https://assets.pokemon.com/assets/cms2/img/pokedex/full/976.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/976.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/976.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/976.png,https://www.pokemon.com/us/pokedex/veluza,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
dondozo,Dondozo,977,https://assets.pokemon.com/assets/cms2/img/pokedex/full/977.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/977.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/977.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/977.png,https://www.pokemon.com/us/pokedex/dondozo,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
tatsugiri-curly,Tatsugiri Curly,978,https://assets.pokemon.com/assets/cms2/img/pokedex/full/978.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/978.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/978.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/978.png,https://www.pokemon.com/us/pokedex/tatsugiri,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
tatsugiri-curly-mega,Tatsugiri Curly maleega,978,https://assets.pokemon.com/assets/cms2/img/pokedex/full/978.png,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/978.png,https://assets.pokemon.com/assets/cms2/img/pokedex/full/978.png,https://www.pokemon.com/us/pokedex/tatsugiri,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
tatsugiri-droopy,Tatsugiri Droopy,978,https://assets.pokemon.com/assets/cms2/img/pokedex/full/978.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10258.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/10258.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10258.png,https://www.pokemon.com/us/pokedex/tatsugiri,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
tatsugiri-droopy-mega,Tatsugiri Droopy maleega,978,https://assets.pokemon.com/assets/cms2/img/pokedex/full/978.png,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/978.png,https://assets.pokemon.com/assets/cms2/img/pokedex/full/978.png,https://www.pokemon.com/us/pokedex/tatsugiri,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
tatsugiri-stretchy,Tatsugiri Stretchy,978,https://assets.pokemon.com/assets/cms2/img/pokedex/full/978.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10259.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/10259.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10259.png,https://www.pokemon.com/us/pokedex/tatsugiri,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
tatsugiri-stretchy-mega,Tatsugiri Stretchy maleega,978,https://assets.pokemon.com/assets/cms2/img/pokedex/full/978.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10324.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10324.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10324.png,https://www.pokemon.com/us/pokedex/tatsugiri,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
annihilape,Annihilape,979,https://assets.pokemon.com/assets/cms2/img/pokedex/full/979.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/979.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/979.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/979.png,https://www.pokemon.com/us/pokedex/annihilape,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
clodsire,Clodsire,980,https://assets.pokemon.com/assets/cms2/img/pokedex/full/980.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/980.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/980.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/980.png,https://www.pokemon.com/us/pokedex/clodsire,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
farigiraf,Farigiraf,981,https://assets.pokemon.com/assets/cms2/img/pokedex/full/981.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/981.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/981.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/981.png,https://www.pokemon.com/us/pokedex/farigiraf,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
dudunsparce-three-segment,Dudunsparce Three Segment,982,https://assets.pokemon.com/assets/cms2/img/pokedex/full/982.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10255.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/10255.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10255.png,https://www.pokemon.com/us/pokedex/dudunsparce,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
dudunsparce-two-segment,Dudunsparce Two Segment,982,https://assets.pokemon.com/assets/cms2/img/pokedex/full/982.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/982.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/982.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/982.png,https://www.pokemon.com/us/pokedex/dudunsparce,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
kingambit,Kingambit,983,https://assets.pokemon.com/assets/cms2/img/pokedex/full/983.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/983.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/983.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/983.png,https://www.pokemon.com/us/pokedex/kingambit,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
great-tusk,Great Tusk,984,https://assets.pokemon.com/assets/cms2/img/pokedex/full/984.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/984.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/984.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/984.png,https://www.pokemon.com/us/pokedex/great-tusk,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
scream-tail,Scream Tail,985,https://assets.pokemon.com/assets/cms2/img/pokedex/full/985.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/985.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/985.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/985.png,https://www.pokemon.com/us/pokedex/scream-tail,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
brute-bonnet,Brute Bonnet,986,https://assets.pokemon.com/assets/cms2/img/pokedex/full/986.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/986.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/986.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/986.png,https://www.pokemon.com/us/pokedex/brute-bonnet,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
flutter-mane,Flutter maleane,987,https://assets.pokemon.com/assets/cms2/img/pokedex/full/987.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/987.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/987.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/987.png,https://www.pokemon.com/us/pokedex/flutter-mane,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
slither-wing,Slither Wing,988,https://assets.pokemon.com/assets/cms2/img/pokedex/full/988.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/988.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/988.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/988.png,https://www.pokemon.com/us/pokedex/slither-wing,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
sandy-shocks,Sandy Shocks,989,https://assets.pokemon.com/assets/cms2/img/pokedex/full/989.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/989.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/989.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/989.png,https://www.pokemon.com/us/pokedex/sandy-shocks,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
iron-treads,Iron Treads,990,https://assets.pokemon.com/assets/cms2/img/pokedex/full/990.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/990.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/990.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/990.png,https://www.pokemon.com/us/pokedex/iron-treads,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
iron-bundle,Iron Bundle,991,https://assets.pokemon.com/assets/cms2/img/pokedex/full/991.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/991.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/991.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/991.png,https://www.pokemon.com/us/pokedex/iron-bundle,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
